Title,Author,Author Average Rating,Author Votes,Review Count,Distinct Works,Year,Rating,Raters,Genres
"The Kiss of Deception (The Remnant Chronicles, #1)",Mary E. Pearson,4.07,"428,090","47,730",35,2014,3.96,118258,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Fantasy,Adventure,Audiobook,Romance"
White Fragility: Why It’s So Hard for White People to Talk About Racism (Audiobook),Robin DiAngelo,4.21,"180,687","21,468",15,2018,4.19,151337,"Nonfiction,Race,Social Movements,Race,Audiobook,Politics,Sociology,History,Psychology,Adult"
Drive: The Surprising Truth About What Motivates Us (Hardcover),Daniel H. Pink,3.91,"201,754","12,363",116,2009,3.95,111970,"Nonfiction,Business,Psychology,Leadership,Self Help,Self Help,Business,Education,Productivity,Science"
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,4.12,"651,374","88,754",10,2021,4.15,71774,"Fantasy,Romance,Young Adult,Young Adult,Fiction,Fantasy,Romance,Audiobook,Paranormal,Fantasy"
"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,4.18,"2,310,183","85,786","6,786",1887,4.14,402354,"Classics,Mystery,Fiction,Mystery,Mystery,Thriller,Audiobook,Historical,Thriller,Literature"
"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,4.28,"617,617","114,174",30,2016,4.23,81480,"Fantasy,Young Adult,Fiction,Adult,Fantasy,New Adult,Romance,Audiobook,Fantasy,Young Adult"
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.36,"8,085,813","673,367",87,2015,4.56,430929,"Fantasy,Young Adult,Romance,Fantasy,Fairies,Fiction,Young Adult,New Adult,Fantasy,Fantasy"
Five Feet Apart (ebook),Rachael Lippincott,4.16,"238,450","26,462",8,2018,4.20,180896,"Romance,Young Adult,Contemporary,Fiction,Audiobook,Realistic Fiction,Young Adult,Young Adult,Young Adult,Romance"
"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.37,"6,423,152","220,105","1,121",2000,4.54,730258,"Fantasy,Fiction,Fantasy,Science Fiction Fantasy,Fantasy,Adult,Adventure,Audiobook,Fantasy,Epic"
"The Blade Itself (The First Law, #1)",Joe Abercrombie,4.24,"931,962","58,587",91,2006,4.19,209433,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Fantasy,Audiobook,Adventure,Science Fiction Fantasy,Fantasy"
"Firefly Lane (Firefly Lane, #1)",Kristin Hannah,4.31,"3,556,497","296,620",82,2008,4.14,327290,"Fiction,Womens Fiction,Romance,Contemporary,Historical,Audiobook,Adult,Adult Fiction,Drama,Womens Fiction"
Lock Every Door (ebook),Riley Sager,3.87,"711,740","95,191",10,2019,3.91,148254,"Thriller,Mystery,Thriller,Fiction,Horror,Audiobook,Adult,Suspense,Contemporary,Adult Fiction"
"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,3.93,"572,826","69,395",7,2019,3.86,136386,"Romance,Contemporary,Fiction,Romance,Adult,Audiobook,Womens Fiction,Adult Fiction,New Adult,Neurodiversity"
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.21,"2,589,882","270,016",56,2013,4.26,381576,"Fantasy,Young Adult,Science Fiction,Romance,Science Fiction,Retellings,Fiction,Fantasy,Audiobook,Young Adult"
David Copperfield (Paperback),Charles Dickens,3.91,"3,609,551","121,946","5,782",1850,4.02,220977,"Classics,Fiction,Literature,Historical,Literature,Novels,European Literature,Historical,Classics,Audiobook"
David Copperfield (Paperback),Charles Dickens,3.91,"3,609,551","121,946","5,782",1850,4.02,220977,"Classics,Fiction,Literature,Historical,Literature,Novels,European Literature,Historical,Classics,Audiobook"
The Sound and the Fury (Paperback),William Faulkner,3.84,"564,338","31,926",573,1929,3.86,172520,"Classics,Fiction,Literature,Novels,Literature,Literature,Gothic,Literary Fiction,Academic,American"
Writers & Lovers (Hardcover),Lily King,3.94,"223,509","26,214",14,2020,4.05,111960,"Fiction,Contemporary,Romance,Literary Fiction,Audiobook,Adult,Adult Fiction,Novels,Language,Writing"
The Once and Future Witches (Hardcover),Alix E. Harrow,4.01,"203,837","33,510",39,2020,4.06,62464,"Fantasy,Historical,Fiction,Paranormal,Historical,Fantasy,Adult,Fantasy,Audiobook,LGBT"
Treasure Island (Hardcover),Robert Louis Stevenson,3.85,"1,327,370","50,116","3,473",1883,3.84,455868,"Classics,Fiction,Adventure,Historical,Young Adult,Childrens,Adventure,Literature,Fantasy,Novels"
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened (Paperback)",Allie Brosh,4.17,"231,021","18,751",3,2013,4.16,198323,"Humor,Nonfiction,Sequential Art,Autobiography,Sequential Art,Humor,Biography,Health,Adult,Short Stories"
"Doctor Sleep (The Shining, #2)",Stephen King,4.06,"17,485,061","775,865","1,886",2013,4.12,235821,"Horror,Fiction,Thriller,Fantasy,Fantasy,Audiobook,Fantasy,Mystery,Suspense,Adult"
Our Missing Hearts (Hardcover),Celeste Ng,4.01,"1,539,049","115,897",14,2022,3.90,37968,"Fiction,Science Fiction,Contemporary,Audiobook,Literary Fiction,Science Fiction,Adult,Adult Fiction,Mystery,Thriller"
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.09,"2,005,157","210,817",35,2013,4.18,334148,"Science Fiction,Young Adult,Fantasy,Romance,Science Fiction,Fantasy,Fiction,Young Adult,New Adult,Audiobook"
The Fountainhead (Mass Market Paperback),Ayn Rand,3.76,"924,539","48,010",210,1943,3.88,313167,"Fiction,Classics,Philosophy,Literature,Novels,Politics,Architecture,Literary Fiction,Literature,Classics"
"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,3.74,"378,361","20,932",102,1958,3.72,338897,"Fiction,Classics,Historical,Cultural,Academic,Literature,Novels,Academic,Western Africa,Historical"
Notre-Dame de Paris | The Hunchback of Notre-Dame (Paperback),Victor Hugo,4.15,"1,056,468","34,645","2,259",1831,4.01,189479,"Classics,Fiction,Historical,Cultural,Literature,European Literature,Gothic,Historical,Romance,Novels"
Flow: The Psychology of Optimal Experience (Paperback),Mihaly Csikszentmihalyi,4.08,"86,690","4,802",55,1990,4.10,72136,"Psychology,Nonfiction,Self Help,Self Help,Productivity,Business,Science,Philosophy,Leadership,Design"
Alone With You in the Ether (Hardcover),Olivie Blake,3.84,"135,748","27,471",22,2020,4.15,23249,"Romance,Fiction,Contemporary,Adult,Literary Fiction,Romance,Health,Fantasy,Adult Fiction,Novels"
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,"226,465","10,317",11,1974,3.78,219463,"Philosophy,Fiction,Classics,Spirituality,Travel,Psychology,Self Help,Literature,Unfinished,Religion"
The Art of Racing in the Rain (Hardcover),Garth Stein,4.2,"522,317","45,948",19,2008,4.22,492276,"Fiction,Animals,Contemporary,Animals,Audiobook,Adult Fiction,Adult,Book Club,Novels,Family"
Inferno (Paperback),Dante Alighieri,4.03,"370,135","15,060",919,1320,4.01,165454,"Classics,Poetry,Fiction,Literature,Religion,Fantasy,Academic,Philosophy,European Literature,Historical"
Bad Feminist (Paperback),Roxane Gay,4.06,"303,088","35,484",123,2014,3.94,104892,"Nonfiction,Feminism,Writing,Autobiography,Audiobook,Womens,Race,Politics,Social Movements,Gender"
"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,4.36,"8,085,813","673,367",87,2022,4.52,172635,"Fantasy,Romance,Adult,Fairies,Fantasy,New Adult,Fiction,Romance,Fantasy,Fantasy"
Snow Crash (Kindle Edition),Neal Stephenson,4.04,"917,348","58,921",94,1992,4.03,263375,"Science Fiction,Fiction,Science Fiction,Fantasy,Science Fiction Fantasy,Science Fiction,Novels,Speculative Fiction,Audiobook,Classics"
"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.36,"8,085,813","673,367",87,2013,4.36,577811,"Fantasy,Young Adult,Romance,Fantasy,Fiction,Young Adult,Fantasy,Fairies,New Adult,Adventure"
"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.1)",Sarah J. Maas,4.36,"8,085,813","673,367",87,2018,3.80,474816,"Fantasy,Romance,Young Adult,New Adult,Fairies,Fiction,Romance,Fantasy,Young Adult,Novella"
Sophie's World (Paperback),Jostein Gaarder,3.93,"342,393","22,451",47,1991,3.96,240109,"Philosophy,Fiction,Classics,Young Adult,Novels,Fantasy,Literature,Contemporary,Unfinished,European Literature"
The Radium Girls: The Dark Story of America's Shining Women (Hardcover),Kate  Moore,4.17,"139,821","18,891",6,2017,4.14,121203,"Nonfiction,History,Science,Audiobook,Biography,Historical,Feminism,Adult,Womens,North American Hi..."
The Radium Girls: The Dark Story of America's Shining Women (Hardcover),Kate  Moore,4.17,"139,821","18,891",6,2017,4.14,121203,"Nonfiction,History,Science,Audiobook,Biography,Historical,Feminism,Adult,Womens,North American Hi..."
"Holes (Holes, #1)",Louis Sachar,4.0,"1,411,987","38,940",77,1998,3.99,1115625,"Young Adult,Fiction,Childrens,Childrens,Classics,Realistic Fiction,Academic,Mystery,Adventure,Contemporary"
"Glass Sword (Red Queen, #2)",Victoria Aveyard,3.94,"1,634,737","124,980",24,2016,3.82,302790,"Fantasy,Young Adult,Science Fiction,Romance,Fiction,Young Adult,Audiobook,Fantasy,Science Fiction,Fantasy"
"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,4.24,"83,955","18,133",8,2020,4.32,68102,"Fantasy,LGBT,Young Adult,Romance,LGBT,Fiction,Fantasy,Contemporary,Fantasy,Audiobook"
Snow Flower and the Secret Fan (Kindle Edition),Lisa See,4.04,"858,490","67,446",20,2005,4.08,361038,"Historical,Fiction,Cultural,Historical,Cultural,Book Club,Adult,Literature,Adult Fiction,Novels"
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.95,"1,523,259","48,539",141,2001,3.86,532837,"Fantasy,Young Adult,Fiction,Childrens,Childrens,Science Fiction,Adventure,Fantasy,Fantasy,Audiobook"
"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus,Missing,Missing,Missing,Missing,2020,3.96,167079,"Mystery,Young Adult,Thriller,Fiction,Contemporary,Thriller,Audiobook,Romance,Mystery,Mystery"
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,3.85,"706,186","64,013",41,2003,3.79,218725,"Fantasy,Young Adult,Historical,Fiction,Historical,Fantasy,Romance,Fantasy,Young Adult,Young Adult"
A Woman Is No Man (Hardcover),Etaf Rum,4.26,"123,789","13,655",2,2019,4.26,123783,"Fiction,Historical,Contemporary,Audiobook,Feminism,Literary Fiction,Adult,Adult Fiction,Historical,Book Club"
There There (Hardcover),Tommy Orange,3.98,"156,435","18,528",12,2018,3.99,155827,"Fiction,Contemporary,Literary Fiction,Audiobook,Adult,Novels,Adult Fiction,Race,Book Club,Literature"
"What If It's Us (What If It's Us, #1)",Becky Albertalli,4.04,"728,898","85,475",15,2018,3.85,126141,"Romance,Young Adult,LGBT,Contemporary,LGBT,Fiction,Audiobook,LGBT,Realistic Fiction,Young Adult"
Wrong Place Wrong Time (Hardcover),Gillian McAllister,4.04,"98,375","11,139",11,2022,4.11,68144,"Thriller,Mystery,Fiction,Thriller,Audiobook,Science Fiction,Suspense,Science Fiction,Mystery,Adult"
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,4.34,"11,197,573","446,248",278,2008,4.41,939216,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Fantasy"
You've Reached Sam (Hardcover),Dustin Thao,3.74,"63,188","13,048",2,2021,3.74,63140,"Romance,Contemporary,Young Adult,Fantasy,Fiction,Magical Realism,Audiobook,Romance,Young Adult,Fantasy"
From Lukov with Love (Paperback),Mariana Zapata,4.2,"901,968","100,953",15,2018,4.32,162151,"Romance,Contemporary,Contemporary Romance,Sports,Romance,New Adult,Adult,Fiction,Audiobook,Humor"
The Age of Innocence (Paperback),Edith Wharton,3.79,"479,694","31,904","1,134",1920,3.96,159857,"Classics,Fiction,Historical,Romance,Literature,Literature,Novels,Historical,New York,Literature"
"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,4.29,"989,780","60,186",68,2011,4.29,229969,"Science Fiction,Fiction,Space,Space,Audiobook,Science Fiction Fantasy,Fantasy,Mystery,Horror,Adult"
Being Mortal: Medicine and What Matters in the End (Hardcover),Atul Gawande,4.33,"307,997","29,215",28,2014,4.47,166951,"Nonfiction,Health,Science,Health,Medical,Philosophy,Audiobook,Death,Psychology,Autobiography"
This Is How It Always Is (Kindle Edition),Laurie Frankel,4.21,"193,699","20,316",7,2017,4.28,164396,"Fiction,LGBT,Contemporary,Audiobook,Adult,Book Club,Family,Adult Fiction,LGBT,Literary Fiction"
The Silmarillion (Hardcover),J.R.R. Tolkien,4.35,"10,073,709","175,264",512,1977,3.98,259164,"Fantasy,Fiction,Classics,Fantasy,Science Fiction Fantasy,Fantasy,Fantasy,Literature,Adventure,Novels"
We Were the Lucky Ones (Hardcover),Georgia Hunter,4.4,"130,727","10,666",4,2017,4.40,130724,"Historical,Fiction,War,Historical,World War II,War,Audiobook,Adult,Adult Fiction,Family"
"The Cat in the Hat (The Cat in the Hat, #1)",Dr. Seuss,4.25,"3,632,867","64,723",416,1957,4.18,504459,"Childrens,Childrens,Classics,Fiction,Poetry,Fantasy,Humor,Animals,Kids,Animals"
'Salem's Lot (Paperback),Stephen King,4.06,"17,485,061","775,865","1,886",1975,4.05,404474,"Horror,Fiction,Paranormal,Fantasy,Thriller,Fantasy,Fantasy,Audiobook,Adult,Mystery"
Schindler's List (Paperback),Thomas Keneally,4.26,"177,237","5,756",106,1982,4.34,155843,"History,Nonfiction,Classics,World War II,War,Historical,War,Biography,Literature,Media Tie In"
Stranger in a Strange Land (Paperback),Robert A. Heinlein,3.94,"1,202,810","42,057",651,1961,3.92,299518,"Science Fiction,Fiction,Classics,Science Fiction Fantasy,Fantasy,Novels,Speculative Fiction,Philosophy,Audiobook,Religion"
"The American Roommate Experiment (Spanish Love Deception, #2)",Elena  Armas,3.93,"490,158","58,974",4,2022,3.94,58716,"Romance,Contemporary,Romance,Fiction,Adult,Womens Fiction,Audiobook,New Adult,Adult Fiction"
Bad Blood: Secrets and Lies in a Silicon Valley Startup (Hardcover),John Carreyrou,4.41,"234,593","20,700",5,2018,4.41,234492,"Nonfiction,Business,Crime,Audiobook,Science,Mystery,Biography,Science,History,Writing"
"Book of Night (Book of Night, #1)",Holly Black,4.09,"2,906,111","278,344",168,2022,3.55,35514,"Fantasy,Fantasy,Adult,Fiction,Fantasy,Mystery,Fantasy,Romance,Audiobook,Adult Fiction"
Emotional Intelligence: Why It Can Matter More Than IQ (Hardcover),Daniel Goleman,3.99,"199,835","10,305",233,1995,4.04,107008,"Psychology,Nonfiction,Self Help,Business,Self Help,Science,Leadership,Education,Business,Audiobook"
"The Diviners (The Diviners, #1)",Libba Bray,3.85,"706,186","64,013",41,2012,3.94,94287,"Fantasy,Young Adult,Historical,Fantasy,Mystery,Historical,Horror,Fiction,Audiobook,Fantasy"
Fantastic Beasts and Where to Find Them (Hogwarts Library),Newt Scamander,3.97,"381,113","11,981",1,2001,3.97,381115,"Fantasy,Fiction,Young Adult,Childrens,Fantasy,Childrens,Audiobook,Short Stories,Science Fiction Fantasy,Fantasy"
Sarah's Key (Hardcover),Tatiana de Rosnay,4.05,"521,070","39,806",45,2006,4.17,456917,"Historical,Fiction,World War II,Historical,War,Cultural,War,Book Club,Adult,Adult Fiction"
Sarah's Key (Hardcover),Tatiana de Rosnay,4.05,"521,070","39,806",45,2006,4.17,456917,"Historical,Fiction,World War II,Historical,War,Cultural,War,Book Club,Adult,Adult Fiction"
"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.36,"8,085,813","673,367",87,2014,4.46,494192,"Fantasy,Young Adult,Romance,Fantasy,Fairies,Fiction,Young Adult,Fantasy,New Adult,Adventure"
The Power (Hardcover),Naomi Alderman,3.78,"223,748","26,376",33,2016,3.78,201562,"Fiction,Science Fiction,Feminism,Science Fiction,Fantasy,Audiobook,Adult,Speculative Fiction,Book Club,Contemporary"
The Perfect Marriage (Paperback),Jeneva Rose,4.02,"195,216","16,384",6,2020,4.04,169827,"Thriller,Mystery,Thriller,Fiction,Audiobook,Suspense,Mystery,Adult,Thriller,Contemporary"
Let the Right One In (Hardcover),John Ajvide Lindqvist,3.9,"146,928","11,656",57,2004,4.04,103233,"Horror,Fiction,Paranormal,Fantasy,Fantasy,Thriller,Fantasy,Mystery,Cultural,European Literature"
"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun (Hardcover)",Gretchen Rubin,3.67,"258,999","24,668",29,2009,3.64,163000,"Nonfiction,Self Help,Autobiography,Psychology,Self Help,Audiobook,Inspirational,Biography,Adult,Book Club"
My Life Next Door (Hardcover),Huntley Fitzpatrick,3.93,"189,732","14,408",4,2012,3.98,148109,"Young Adult,Romance,Contemporary,Fiction,Womens Fiction,Young Adult,Realistic Fiction,Romance,Young Adult,Young Adult"
The Whisper Man (Paperback),Alex North,3.97,"177,814","22,261",12,2019,4.04,131715,"Thriller,Mystery,Fiction,Horror,Thriller,Mystery,Audiobook,Suspense,Adult,Contemporary"
We Need to Talk About Kevin (Paperback),Lionel Shriver,3.93,"261,296","27,655",47,2003,4.07,182990,"Fiction,Contemporary,Thriller,Horror,Mystery,Drama,Adult,Psychology,Literary Fiction,Book Club"
The Bluest Eye (Paperback),Toni Morrison,3.98,"995,586","61,512",156,1970,4.10,217902,"Fiction,Classics,Historical,Cultural,Race,Novels,Literature,Literary Fiction,Literature,Academic"
"The One (The Selection, #3)",Kiera Cass,3.99,"3,603,821","223,854",33,2014,4.17,588640,"Romance,Young Adult,Science Fiction,Fantasy,Fiction,Audiobook,Science Fiction,Young Adult,Womens Fiction,Young Adult"
The Tales of Beedle the Bard (Hardcover),J.K. Rowling,4.46,"32,200,287","716,343",385,2008,4.05,462950,"Fantasy,Fiction,Young Adult,Short Stories,Childrens,Fantasy,Childrens,Fantasy,Audiobook,Science Fiction Fantasy"
To Sleep in a Sea of Stars (Hardcover),Christopher Paolini,3.98,"2,784,426","68,613",56,2020,3.78,44297,"Science Fiction,Fiction,Fantasy,Adult,Audiobook,Space,Space,Science Fiction,Science Fiction Fantasy,Young Adult"
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,3.92,"864,750","52,721",74,2004,4.03,367203,"Romance,Womens Fiction,Fiction,Contemporary,Adult,Romance,Love,Drama,Adult Fiction,Cultural"
Midnight's Children (Paperback),Salman Rushdie,3.83,"378,881","30,796",138,1981,3.98,115971,"Fiction,Magical Realism,Cultural,Classics,Historical,Fantasy,Literature,Novels,Literary Fiction,Asian Literature"
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,4.36,"8,085,813","673,367",87,2016,4.57,360450,"Fantasy,Young Adult,Romance,New Adult,Fantasy,Fairies,Fiction,Young Adult,Fantasy,Fantasy"
Salt: A World History (Paperback),Mark Kurlansky,3.78,"117,164","9,890",56,2002,3.74,66751,"History,Nonfiction,Food and Drink,Science,History,Historical,History,Audiobook,Food and Drink,History"
"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,4.26,"159,636","29,313",38,2019,4.23,89359,"Fantasy,Science Fiction,LGBT,Fiction,Horror,LGBT,Adult,LGBT,Mystery,Audiobook"
"In a Dark, Dark Wood (Paperback)",Ruth Ware,3.76,"1,586,339","141,424",17,2015,3.72,300332,"Mystery,Thriller,Fiction,Thriller,Suspense,Audiobook,Mystery,Adult,Horror,Adult Fiction"
Emotional Intelligence 2.0 (Hardcover),Travis Bradberry,3.84,"83,837","1,885",22,2003,3.84,78123,"Psychology,Self Help,Nonfiction,Business,Leadership,Self Help,Buisness,Business,Relationships,Productivity"
Without Merit (Kindle Edition),Colleen Hoover,4.24,"9,640,004","874,642",62,2017,3.83,144147,"Romance,Young Adult,Contemporary,Fiction,New Adult,Audiobook,Health,Romance,Family,Mental Health"
"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,4.21,"574,768","59,983",83,1993,4.21,126700,"Fiction,Science Fiction,Science Fiction,Fantasy,Apocalyptic,Classics,Speculative Fiction,Science Fiction Fantasy,Audiobook,Novels"
"Twisted Love (Twisted, #1)",Ana Huang,4.02,"597,159","64,345",13,2021,3.77,216189,"Romance,Contemporary,Romance,New Adult,Adult,Dark,Fiction,Academic,Love,Audiobook"
Mindset: The New Psychology of Success (Hardcover),Carol S. Dweck,4.09,"129,220","9,802",21,2006,4.08,127933,"Psychology,Nonfiction,Self Help,Business,Self Help,Education,Leadership,Parenting,Productivity,Teaching"
